,AgencyID,FacilityID,Phone,Email,Website
133,,133,340 3354361,simonejolly72@gmail.com,
134,,134,338-2404357,info@alpescatore.info,www.alpescatore.info
135,,135,345 0229610,bedandbreakfast.leali@vir gilio.it,
136,,136,349-2465797,stefibordi@alice.it,
137,,137,0461-723341,direzione@campingmario.co m,www.campingmario.com
138,,138,0461-724075,sos.feriendorf@tin.it,
139,,139,0462-750360,menthosa@yahoo.com,
140,,140,0462-750339,tobia@val-di-fassa.com,www.tobia.val-di-fassa.co m
141,,141,0462-750442,info@villaruggero.it,
142,,142,0462-750392,,
143,,143,0462-750214,sanjapajic74@gmail.com,
144,,144,0462-750559,majon.sotroi@tiscali.it,
145,,145,0462-750502,info@campingmiravalle.it,www.campingmiravalle.it
146,,146,0462-601675,info@dolomitiholidays.com,www.dolomitiholidays.com
147,,147,0462-601675,info@dolomitiholidays.com,www.dolomitiholidays.com
148,,148,0541-643164 (fuori stagione tel. fax.),info@residencevillaavisio .it,www.residencevillaavisio. it
149,,149,0462-601196,cesafelezina@tiscali.it,
150,,150,0462-601675,info@dolomitiholidays.com,
151,,151,0462-750322,info@kamerloy.com,www.kamerloy.com
152,,152,0462-601675,info@dolomitiholidays.com,www.dolomitiholidays.com
153,,153,346-0785044,info@fassaaparte.it,
154,,154,346-0785044,info@fassaaparte.it,
155,,155,0462-750034,villabernardcampitello@gm ail.com,www.lastminutedolomites.i t
156,,156,0462-762301,info@residencesaslench.co m,www.residencesaslench.com
157,,157,0462-750292,braito.carla@libero.it,
158,,158,347-8197288,,
159,,159,0462-750238,info@ladina.net,www.ladina.net
160,,160,388-9052937,info@trifogliovaldinon.co m,www.trifogliovaldinon.com
161,,161,0461-655726,casa.delle.fate@virgilio. it,www.casadellefate.it
162,,162,0461-655049,bb.lacasadelsoletrentino@ gmail.com,www.beblacasadelsoletrent ino.com
163,,163,331 4218008,info@baitaoasi.it,www.baitaoasi.it
164,,164,349-1501697,nicholascecco@gmail.com,
165,,165,0439-763206,info@chaletneldoch.com,
166,,166,349 5409424,sonia.crem@gmail.com,
167,,167,0462-602142,garniclaudia@email.it,www.garniclaudia.it
168,,168,0462-601561,info@villapaola.tn.it,
169,,169,0462-601234,lasties@tiscali.it,www.fassahotel.com/lastie s/
170,,170,0462-601290,info@miamason.it,www.miamason.it
171,,171,0462-601579,info@garnipeter.it,www.garnipeter.it
172,,172,0462-602152,info@elsangon.it,www.elsangon.it
173,,173,0462-601710,,
174,,174,0462-602652,info@planber.it,www.planber.it
175,,175,0462-602532,cesafarinol@yahoo.it,
176,,176,340-5592996,circoladino@gmail.com,
177,,177,340 8704194,merlimatteocanazei@yahoo. it,
178,,178,0462-601660,campingmarmolada@virgilio .it,www.campingmarmolada.com
179,,179,335-7847146,,
180,,180,0462-601675,info@dolomitiholidays.com,www.dolomitiholidays.com
181,,181,0462-601675,info@dolomitiholidays.com,www.dolomitiholidays.com
182,,182,0462-601194,info@casamaurivan.com,
183,,183,462601353,apt@appartamenticanazei.c om,
184,,184,0462-601364,cesa.maria@tin.it,
185,,185,0462-601675,info@dolomitiholidays.com,www.dolomitiholidays.com
186,,186,0462-601675,info@dolomitiholidays.com,
187,,187,0462-601659,,
188,,188,0462-601194,info@casamaurivan.com,www.casamaurivan.com
189,,189,0462-601675,info@dolomitiholidays.com,
190,,190,0462-601675,info@dolomitiholidays.com,
191,,191,339-1932123,speziaraffaella@alice.it,
192,,192,0462-601675,info@dolomitiholidays.com,
193,,193,0462-601279,info@crepesdesela.com,
194,,194,02-2047080 3409021991 Renato per istat,segreteria@alcotur.it,
195,,195,0462-601675,info@dolomitiholidays.com,www.dolomitiholidays.com
196,,196,346-0785044,info@fassaaparte.it,
197,,197,339 2323548,info@vederil.it,www.vederil.it
198,,198,0462-602006,info@casalorenz.com,
199,,199,0462-602400,info@residencehotel.it,www.residencehotel.it
200,,200,0462-601415,laciasaa@alice.it,www.ciasaa.com
201,,201,0462-602579,,
202,,202,0462-600219,villaflora.resi@tin.it,
203,,203,333 4679069,info@villalory.net,www.villalory.net
204,,204,3356554867,info@masofranceschella.it,www.masofranceschella.it
205,,205,0462-231336,augustodelvai@tin.it,
206,,206,336 661652,,
207,,207,0462-341694,info@campeggiocalvello.it,www.campeggiocalvello.it
208,,208,335-1017404,m.betta@studiobetta.com,
209,,209,0462-764047,villa_boschetto@rolmail.n et,
210,,210,0462-340729,info@residenzabagni.com,www.residenzabagni.com
211,,211,0465-501177,bareurekacarisolo@gmail.c om,
212,,212,02-67627560,info@donboscocarisolo.it,www.donboscocarisolo.it
213,,213,339 1402580,m.bonfioli@alice.it,
214,,214,0465-501498,info@holidaysdolomiti.it,www.holidaysdolomiti.it
215,,215,0461-766590,degans@inwind.it,
216,,216,0461-766177,beb@le-rose.it,
217,,217,0465-621969,info@deicastellani.it,www.deicastellani.it
218,,218,347-6931686,beb.raina@gmail.com,
219,,219,339-2192749,,
220,,220,0462-341754,info@affittacamerecorradi ni.com,www.affittacamerecorradin i.com
221,,221,347-1248697,rodondo@virgilio.it,
222,,222,0462-341665,info@casariz.it,
223,,223,0462-341704,auser76@alice.it,
224,,224,366-6483366,andrea.dapra@referencetn. it,
225,,225,347-6088742,masotoneto@gmail.com,
226,,226,348-3391752,pichlercasa@virgilio.it,www.pichlercasa.it
227,,227,0462-341403,coopbachelet@diocesitv.it,
228,,228,348-2295364,info@aimolini.com,www.aimolini.com
229,,229,0461-594383,info@garnicanterbury.com,www.garnicanterbury.com
230,,230,0461-594330,info@masofradea.it,www.masofradea.it
231,,231,0461-594681,,
232,,232,0461-594018,campeggioalice@libero.it,www.campeggioalice.it
233,,233,338-4490234,info@casteltesinocamping. it,www.casteltesinocamping.i t
234,,234,347-7559834,info@bbdemonte.it,www.bbdemonte.it
235,,235,0461-762431,info@casagabriella-valsug ana.it,
236,,236,0462-230827,masovaia@yahoo.it,www.masovaia.it
237,,237,348-6718831,info@bebelmolin.it,www.bebelmolin.it
238,,238,366-4436412,bebseppi@pec.it,www.bebseppi.it
239,,239,0462-340484,sonia.fontanazzi@fastwebn et.it,
240,,240,0462-341468,casabazzanella@gmail.com,
241,,241,333-4478600,rosellacomai@hotmail.com,
242,,242,0462-342014,info@appartamentichelodi. it,www.appartamentichelodi.i t
243,,243,0462-342014,info@appartamentichelodi. it,www.appartamentichelodi.i t
244,,244,0544-972383,info@solnostrum.it,
245,,245,0462-232430,p.gilmozzi@sgsfuture.it,www.volperossa.it
246,,246,0461-930460,info@trentinoresidences.i t,www.trentinoresidences.it
247,,247,0462-341542,info@appartamentieltabia. it,www.appartamentieltabia.i t
248,,248,347-5007510,dai.stoneri@alice.it,www.daistoneri.it
249,,249,0471-632242,markussullmann@hotmail.co m,www.roenstube.com
250,,250,0463-831291,,
251,,251,0463-831291,assosluca@libero.it,
252,,252,0461-654366,residence@adrianogeometra viola.it,
253,,253.0,,,
254,,254,392-4850655,info@bebalremon.it,
255,,255,342-3516922,robertopless@yahoo.it,
256,,256,0461-866939,casaperferiecristofolini@ yahoo.it,
257,,257,0463-900222,locanda.cavizzana@gmail.c om,
258,,258,349 2841585,braus@interfree.it,
259,,259,327-9184910,mirco.camoscio@libero.it,
260,,260,0461-1597612,artico@pec.articoimpresas ociale.it,www.articoimpresasociale. it
261,,261,0463-535012,danielmontelli@libero.it,
262,,262,349 2261647,annamajo3@yahoo.it,
263,,263,3337917266,bbbrenta@hotmail.com,it.bbbrenta.com
264,,264,349-3513736,info@casaredolfi.it,www.casaredolfi.it
265,,265,347-2736738,incantocles@gmail.com,
266,,266,0461-652327,info@borgorossi.com,www.borgorossi.com
267,,267,0463-974079,info@residenzasissi.it,www.bedandbreakfastsissi. com
268,,268,0463-973269,info@bedandbreakfastnoemi .it,www.bedandbreakfastnoemi. it
269,,269,0463-974570,info@bandbgiulianavaldiso ledaolasa.it,www.bandbgiulianavaldisol edaolasa.it
270,,270,388 8708773,claudio.stecla@libero.it,
271,,271,0463-974079,info@residenzasissi.it,www.residenzasissi.it
272,,272,392-9056389,info@ridehome.it,www.ridehome.it
273,,273,0463-903070,info@bedandbreakfastcrist ina.it,http://www.bedandbreakfas tcristina.it/
274,,274,0463-901700,info.male@soleneve.it,www.soleneve.it
275,,275,0463-901265,info@residenceilgiardino. com,www.residenceilgiardino.c om
276,,276,0461-652327,info@borgorossi.com,www.borgorossi.com
277,,277,346-0117564,info@bbcastlerock.it,www.bbcastlerock.it
278,,278,0464-541143,cantlos69@gmail.com,
279,,279,340-7357568,stegazzini@hotmail.it,
280,,280,0464-541293,info@masosalim.it,www.masosalim.it
281,,281,0464-507012,info@pietrarara.it,www.pietrarara.it
282,,282,0464-547040,bbgiuly@gmail.com,
283,,283,0464-504494,elenalutterotti@gmail.com,
284,,284,342-5346055,vineamoragritur@gmail.com,
285,,285,340 9033650,info@enricotavernini.it,
286,,286,334-1086228,angelo.matteotti@alice.it,
287,,287,0464-504771,c.zanin@centroarcangelo.i t,www.centroarcangelo.it
288,,288,333 3001686,giardinoallatorredro@gmai l.com,
289,,289,348-7869268,info@isentieri.it,
290,,290,329-1815290,info@beblefalesie.it,
291,,291,0464-507415,michela@bedandbreakfastpa ssaggi.it,www.bedandbreakfastpassag gi.it
292,,292,333-3649554,info@untempopernoi.it,
293,,293,0464-507451,info@campingdaino.com,www.campingdaino.com
294,,294,340-7219428,appartamenti@anticadro.it,
295,,295,338 1728528,info@appartamentialvignet o.it,www.appartamentialvigneto .it
296,,296,0461-650585,info@hotelmonreal.it,www.monreal.it
297,,297,0461-669005,la_ferrata@hotmail.com,www.laferrata.com
298,,298,339-8031679,mariano.caldonazzi@gmail. com,
299,,299,0461-583301,info@pizzeriaagostini.it,www.pizzeriaagostini.it
300,,300,0461-583166,casaserena@ceaservizi.it,
301,,301,0461-583275,info@appartamentiromerilu ciano.com,www.appartamentiromeriluc iano.com
302,,302,340-9793059,corona_srl@pec.it,
303,,303,0465-735433,info@tirolinbalin.it,www.tirolinbalin.it
304,,304,340 9021734,alena@alessandranadalini. it,
305,,305,388-3460750,info@casa-lepalafitte.it,www.casa-lepalafitte.it
306,,306,339 6937089,marianogalas@tiscali.it,
307,,307,0465-735399,,
308,,308,328-8622466,info@longanorbait.it,
309,,309,0464-720410,claudia.lastua@hotmail.it,
310,,310,0464-727156,ristorantecogola@libero.i t,www.ristorantecogola.it
311,,311,0464-723003,info@fiordibosco.eu,www.fiordibosco.eu
312,,312,0464-722006,info@francolini.eu,
313,,313,0464-721436,casatrudi@hotmail.com,
314,,314,0464-765257,camping.soleneve@libero.i t,www.campingsoleneve.it
315,,315,0464-721260,info@casa-santa-maria.it,
316,,316,0464-727342,info@giovani2000.it,www.giovani2000.it
317,,317,346-2111243,,
318,,318,0464-765355,,
319,,319,0464-721835,studiodona@iol.it,
320,,320,0464-721185,info@derbyclubresidence.i t,www.derbyclubresidence.it
321,,321,328-8746093,chiudo.io@gmail.com,
322,,322,0464-721642,alpine@clubres.com,
323,,323,0464-721324,info@lamadonninafolgaria. it,www.lamadonninafolgaria.i t
324,,324,0463-830380,info@ladymariahotel.com,www.ladymariahotel.com
325,,325,392 2663598,bb.molindeimaghi@gmail.co m,
326,,326,324 8630289,santaluciafondo@gmail.com,
327,,327,0473-230081,casa.alpinatret@gmail.com,
328,,328,347-8157588,info@smaniotto.it,www.smaniotto.it
329,,329,340 5331525,enricosartori1975@libero. it,
330,,330,349-5559204,riccardo.brugnara@gmail.c om,
331,,331,347 9308928,info@nenez.info,
332,,332,0461-960848,info@lattetrento.it,
333,,333,0461-775111,comune@comunegrigno.it,
334,,334,0439-725103,noemi9864@alice.it,
335,,335,329-8715956,ilciliegio.fam.spironelli @gmail.com,
336,,336,0439-725143,info@casanicri.it,
337,,337,0439-67468,info@campingcalavise.it,www.campingcalavise.it
338,,338,0464-486057,info@casadelvino.info,www.casadelvino.info
339,,339,0464-433155,,
340,,340,0464-424321,beb.anna@virgilio.it,www.beb.isera.tn.it
341,,341,0464-422905,casatoss4@gmail.com,www.casatoss.it
342,,342,349-0629090,info@bellavistaisera.it,www.bellavistaisera.it
343,,343,339-6063177,info@ideabed.it,www.ideabed.it
344,,344,348-4020857,info@locandadelletrechiav i.it,www.locandadelletrechiavi .it
345,,345,334-8362626,campeggiobelvederelavaron e@gmail.com,
346,,346,0464-783300,info@campinglagodilavaron e.it,www.campinglagodilavarone .it
347,,347,0464-783147,info@coloniaalpinagardolo .it,www.coloniaalpinagardolo. it
348,,348,348-0143862,marzaribruno@gmail.com,
349,,349,0464-784055,info@giongo.com,www.giongo.com
350,,350,0464-783335,info@malgamillegrobbe.it,www.malgamillegrobbe.it
351,,351,347 1133168,marianna.nardon@gmail.com,
352,,352,0461-870248,albergomoser@alice.it,
353,,353,0461-706183,af.camerealparco@virgilio .it,
354,,354,0461-706261,info@allaloggiadellimpera tore.com,www.allaloggiadellimperat ore.com
355,,355,333-7784669,bnb.al.rio@gmail.com,www.bnbalrio.it
356,,356,339-7888743,ylenia.zanella@gmail.com,
357,,357,0461-038199,info@bebrenata.it,www.bebrenata.it
358,,358,0461-706090,cadelgrillo@vodafone.it,www.cadelgrillo.it
359,,359,339 2104155,bedandbreakfastdomusflav ia@yahoo.it,www.bedandbreakfastdomusf lavia.com
360,,360,0461-702324,info@bbnarore.it,www.bbnarore.it
361,,361,347-4409798,nadia.libardi@alice.it,
362,,362,333-2262460,bandbzita@gmail.com,www.bblevico.onweb.it
363,,363,0461-263900,info@campingclub.it,www.campingclub.it
364,,364,0461-706491,info@campinglevico.com,www.campinglevico.com
365,,365,0445-651797,grumello@unitapastoralepi ovene.org,
366,,366,0461-706209,,
367,,367,349-3896355,villasacrocuore@dehoniani .it,
368,,368,349-3896355,villasacrocuore@dehoniani .it,www.villasacrocuoresantag iulianadilevico.blog
369,,369,0461-235723,silva.floriani@consolida. it,www.vezzenacamp.it
370,,370,0461-706291,circolomarinalevico@virgi lio.it,
371,,371,320-3025541,az.brugnara@gmail.com,
372,,372,333 2366967,rifugiomondent@gmail.com,
373,,373,0463-901390,info@segosta.com,www.segosta.com
374,,374,0463-901085,info@casadeiricci.it,
375,,375,328-6544185,info@beblamarmotta.com,www.beblamarmotta.com
376,,376,328-6614608,pepegiulio@gmail.com,
377,,377,335-7167184,info@bedandbreakfastdelle rose.it,www.ilgiardinodellerose.w ix.com/ilgiardinodellerose
378,,378,346 8564408,bblecolombe@gmail.com,
379,,379,339-1943704,info@villaginevra.it,www.villaginevra.it
380,,380,0463-901700,info.male@soleneve.it,www.soleneve.it
381,,381,347-6036603,info@casapatriziamalosco. it,www.casapatriziamalosco.i t
382,,382,030-3543407,padrimaristi@tiscali.it,
383,,383,0463-830152,casalpinastimmatini@gmail .com,
384,,384,0462-767351,soggiorno.dolomiti@libero .it,
385,,385,0462-767204,info@villabertinoro.it,www.villabertinoro.it
386,,386,0462-601675,info@dolomitiholidays.com,www.dolomitiholidays.com
387,,387,0462-601675,info@dolomitiholidays.com,www.dolomitiholidays.com
388,,388,0462-601675,info@dolomitiholidays.com,www.dolomitiholidays.com
389,,389,0462-601675,info@dolomitiholidays.co m,www.dolomitiholidays.com
390,,390,0462-601675,info@dolomitiholidays.com,www.dolomitiholidays.com
391,,391,348 5322751,bettytormen@yahoo.it,
392,,392,0462-750474,villa.artico@gmail.com,
393,,393,0463-757164,giannigiorgi@aol.it,www.affittacamerelagoroto ndo.it
394,,394,0463-757533,info@trattoriapedergnana. it,www.trattoriapedergnana.i t
395,,395,0463-757146,info@hoteleccher.it,
396,,396,329-9162464,girotondoforafrica@hotmai l.com,
397,,397,0463-757512,info@lacasaalnoce.it,
398,,398,0463 793333,info.marilleva@perinivaca nze.it,www.alberghimarilleva.it
399,,399,0463-796105,infom@happyholidaysmarill eva.com,www.happyholidaysmarillev a.com
400,,400,0471-441442,michela@studas.it,
401,,401,0463-796242,govacanze@gmail.com,www.govacanze.it
402,,402,0463-756012,info@residencekristall.co m,www.residencekristall.com
403,,403,0463-757105,info@hotelmonteginer.com,
404,,404,349 9567272,info@albare.it,www.albare.it
405,,405,0463-757105,info@hotelmonteginer.com,
406,,406,0463-757240,info@hotelvaldisole.it,www.centroappartamentivac anze.it
407,,407,0463-796122,info@ilvigomarilleva1400. eu,www.ilvigomarilleva1400.e u
408,,408,0439-719066,info@lozen.it,www.lozen.it
409,,409,0439-67405,riccardoloss@libero.it,
410,,410,345 9060903,bedandbreakfastdared@hotm ail.com,
411,,411,0439-762019,segreteria@sdbmezzano.it,www.salesianimezzano.it
412,,412,0461-619210,bebmartina.mezzocorona@gm ail.com,www.martinabedandbreakfas t.it
413,,413,0461-619074,carlo.fiamozzi@gmail.com,
414,,414,347 7151694,alida.zancanella@yahoo.it,
415,,415,348-5156630,caliaribruno@libero.it,
416,,416,0461-605352,cendou@tiscali.it,www.pedelmont.it
417,,417,333 3904997,michela.romanelli@libero. it,
418,,418,333-1908036,bbperbaccorelax@gmail.com,
419,,419,347-8514254,ti.tom@libero.it,
420,,420,346-6909907,davide_ghz@hotmail.it,
421,,421,348-8766476,bbcasadacarmen@gmail.com,www.bbcasadacarmen.com
422,,422,0462-573344,sayonaramoena@yahoo.it,
423,,423,0462-573205,info@hotelmonza.it,www.hotelmonza.it
424,,424,0462-573963,info@ciasaweber.com,www.ciasaweber.com
425,,425,0462-574346,info@rodadevael.com,www.rodadevael.com
426,,426,0462-573497,andrea.rosati.1973@gmail. com,
427,,427,0462-573680,sommavillac@tiscali.it,
428,,428,0462-573190,info@hotelsomeda.it,
429,,429,0462-573300,info@residencelaste.it,www.residencelaste.it
430,,430,0462-573922,danielmarini@hotmail.it,www.residencerododendro.c om
431,,431,0461-586971,,
432,,432,340-0628004,info@coccolemolveno.it,www.coccolemolveno.it
433,,433,0461-587093,info@ilnidomolveno.it,www.ilnidomolveno.it
434,,434,345-5956662,info@residenzagaribaldi.i t,www.residenzagaribaldi.it
435,,435,0461-586978,camping@molveno.it,www.campingmolveno.it
436,,436,0461-824050,hotel@europamolveno.it,
437,,437,0461-587090,info@arnicamolveno.it,www.arnicamolveno.it
438,,438,0461-586928,info@alexandermolveno.com,www.alexandermolveno.com
439,,439,0461-586363,info@hoteldulac.it,www.residencestefenine.it
440,,440,0461-586941,info@residencevillaerica. it,www.residencevillaerica.i t
441,,441,0461-586264,info@residencesancarlo.co m,www.residencesancarlo.com
442,,442,0461-586677,info@residenceronchi.it,www.residenceronchi.it
443,,443,0464-435625,info@villacameras.it,www.villacameras.it
444,,444,0464-917163,bblacalzoleria@gmail.com,www.bblacalzoleria.com
445,,445,0464-918436,info@vecchiamori.it,www.vecchiamori.it
446,,446,380-3922680,bbacqualu@gmail.com,
447,,447,346-8749420,franca.mairo63@gmail.com,
448,,448,0464-802204,ca.fazzilisti@cimonetti.i t,www.cimonetti.it
449,,449,0464-917424,vincebombelli@tin.it,www.bbnelverde.it
450,,450,347-1385535,info@appartamentiitalia.i t,
451,,451,0464-548168,alrustico@torbole.com,www.alrusticotorbole.it
452,,452,0464-505122,info@barcelli.com,www.barcelli.com
453,,453,0464-505123,toblini@torbole.com,www.toblini.com
454,,454,0464-505123,toblini@torbole.com,www.torbole.com/Toblini
455,,455,0464-505995,villaangela@alice.it,
456,,456,0464-505728,info@villa-emma.com,www.villa-emma.com
457,,457,0464-505604,info@villanirvana.it,www.villanirvana.it
458,,458,348-3053911,info@bbiogardaulivi.com,
459,,459,349 4271482,alessandro.prosser@hotmai l.it,
460,,460,335-1435742,info@lacasotavegan.it,www.lacasotavegan.it
461,,461,334-8191216,valeria.chiarani@hotmail. it,
462,,462,349 2236361,info@villatorbole.it,www.villatorbole.it
463,,463,338-6224454,iperblue@gmail.com,
464,,464,0464-505222,alcor@torboleweb.com,www.camping-al-cor.it
465,,465,0464-505888,dada27@hotmail.it,www.campingeuropatorbole. it
466,,466,0464-505891,info@campingalporto.it,www.campingalporto.it
